,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,CLEAN_TP9,CLEAN_AF7,CLEAN_AF8,CLEAN_TP10
47:50.7,24.46558899,-8.541372581,2.013267011,19.03168725,5.050852024,-0.405493737,-0.077328664,4.058486117
47:50.7,6.333720858,-8.138442178,1.207406206,14.59945281,4.637259268,-0.380585578,-0.078733631,3.94890538
47:50.7,13.58646811,-8.944302984,1.207406206,14.19652241,4.523224649,-0.378355497,-0.083446093,4.043211825
47:50.7,13.58646811,-9.347233387,1.207406206,15.00238322,4.645974414,-0.394262532,-0.090970043,4.304354345
47:50.7,3.91613844,-10.15309419,-1.613106615,25.47857369,4.679897108,-0.402851488,-0.096959793,4.489105255
47:50.7,13.58646811,-9.347233387,1.207406206,15.00238322,4.639205817,-0.405077256,-0.101459323,4.603886501
47:50.7,13.58646811,-9.347233387,1.207406206,15.00238322,4.644498511,-0.410601249,-0.106295905,4.74505211
47:50.7,13.58646811,-9.347233387,1.207406206,15.00238322,4.621996436,-0.413607478,-0.110439901,4.856195606
47:50.7,13.58646811,-9.347233387,1.207406206,15.00238322,4.851305506,-0.435558232,-0.117253352,5.135536953
47:50.7,13.58646811,-9.347233387,1.207406206,15.00238322,5.353637444,-0.478101832,-0.127010085,5.598654153
47:50.7,16.40698093,-12.16774621,-4.433619436,-1.114832901,5.933774198,-0.52611066,-0.137229519,6.103316091
47:50.7,21.24214577,-13.77946782,-0.807245809,-3.532415319,6.658820889,-0.584725388,-0.148708977,6.696820021
47:50.7,38.9710835,-10.5560246,0.804475803,10.57014878,7.126488665,-0.625121949,-0.158528037,7.149157287
47:50.7,20.43628496,-8.138442178,-0.404315406,12.1818704,7.279812715,-0.643094297,-0.166157046,7.424415215
47:50.8,7.542512067,-7.735511775,0.4015454,19.03168725,7.359887115,-0.656159974,-0.173572959,7.666966927
47:50.8,28.89782342,-2.90034694,3.22205822,-6.755858542,7.249189232,-0.655867777,-0.179893998,7.808794879
47:50.8,1.498556023,-5.72085976,2.013267011,-19.24670103,7.138883605,-0.655660838,-0.186271188,7.952381708
47:50.8,-6.560052036,-9.75016379,-0.001385003,18.62875684,7.046683318,-0.656827195,-0.192850736,8.108362123
47:50.8,17.21284174,-10.15309419,0.4015454,36.76062497,6.772451427,-0.645121526,-0.198267902,8.16484584
47:50.8,24.06265859,-8.944302984,-1.613106615,21.04633926,6.353950504,-0.623197355,-0.202748168,8.142022848
47:50.8,21.64507617,-4.914998955,1.610336608,6.540844754,6.157386183,-0.617768971,-0.209393558,8.262041029
47:50.8,9.960094484,-6.123790163,-1.210176212,0.899819113,6.186619066,-0.629159592,-0.218275563,8.528359041
47:50.8,-10.99228647,-9.75016379,-4.433619436,13.79359201,6.288748825,-0.646148913,-0.228037083,8.846441558
47:50.8,-3.739539216,-7.735511775,-1.210176212,13.3906616,6.554783014,-0.675388062,-0.239460422,9.27182403
47:50.8,9.557164081,-3.706207746,1.207406206,-7.561719348,6.717438511,-0.697482083,-0.250377607,9.645133844
47:50.8,17.21284174,-4.109138149,0.804475803,-14.4115362,6.758361125,-0.711092913,-0.260633961,9.95525992
47:50.8,17.61577214,-4.109138149,-0.001385003,7.749635963,6.885494368,-0.731354027,-0.271957553,10.32738463
47:50.8,12.78060731,-3.303277343,-1.210176212,17.41996563,7.038924685,-0.753921095,-0.283865398,10.72586926
47:50.8,7.542512067,-7.332581372,-4.433619436,17.01703523,7.151893573,-0.771481979,-0.293514358,11.04464304
47:50.8,6.333720858,-8.541372581,-3.224828227,14.59945281,7.240891624,-0.784993267,-0.300814336,11.28709402
47:50.8,-4.948330424,-3.706207746,-0.807245809,-3.129484916,7.294578216,-0.794794273,-0.306757273,11.47766648
47:50.8,-7.768843245,-2.497416537,1.610336608,2.511540725,7.299693662,-0.79921288,-0.310573497,11.58939159
47:50.8,15.60112013,-1.691555731,0.4015454,-11.18809297,7.344358158,-0.80607231,-0.314310424,11.71318004
47:50.8,22.04800657,-3.303277343,0.4015454,-3.532415319,7.427654465,-0.815363416,-0.318014155,11.85002642
47:50.8,14.79525932,-4.109138149,7.654292652,-10.78516257,7.494766408,-0.821749559,-0.319972633,11.93075592
47:50.8,18.82456335,-5.317929358,5.236710235,17.41996563,7.56365706,-0.826795553,-0.320575304,11.9730968
47:50.8,18.82456335,-5.317929358,5.236710235,17.41996563,7.606140383,-0.830200923,-0.321220794,12.00709126
47:50.8,18.82456335,-5.317929358,5.236710235,17.41996563,7.614129043,-0.8313286,-0.321796666,12.02656854
47:50.8,18.82456335,-5.317929358,5.236710235,17.41996563,7.613409899,-0.831352145,-0.321861459,12.02817307
47:50.8,18.82456335,-5.317929358,5.236710235,17.41996563,7.594938242,-0.830016639,-0.321716164,12.01728948
47:50.8,18.82456335,-5.317929358,5.236710235,17.41996563,7.559034785,-0.825916773,-0.320031047,11.95575088
47:50.8,16.00405053,-5.317929358,3.624988623,16.61410483,7.507441312,-0.819062662,-0.316711795,11.84147384
47:50.8,36.55350108,-6.123790163,2.819127817,28.29908651,7.431805028,-0.809866236,-0.312640108,11.69681264
47:50.9,27.68903221,-8.138442178,6.445501444,19.43461765,7.331933543,-0.797969421,-0.307493492,11.51241288
47:50.9,-6.962982439,-7.735511775,6.042571041,35.95476417,7.328131415,-0.793711829,-0.30374921,11.40323538
47:50.9,-20.66261614,-6.123790163,4.833779832,18.62875684,7.430407241,-0.798069621,-0.301721506,11.38195792
47:50.9,3.110277634,-5.72085976,4.027919026,1.705679919,7.581463859,-0.805861514,-0.299990989,11.38693161
47:50.9,9.960094484,-6.526720566,3.624988623,-4.338276125,7.814876723,-0.81999715,-0.299271403,11.45088468
47:50.9,-5.75419123,-8.138442178,2.819127817,8.152566366,8.059186534,-0.834572691,-0.298313024,11.51191572
47:50.9,5.124929649,-6.526720566,4.833779832,-1.114832901,8.310562122,-0.849230244,-0.29701027,11.56559526
47:50.9,3.91613844,-8.138442178,5.639640638,-7.964649751,8.634509879,-0.86950161,-0.296620466,11.67188413
47:50.9,13.18353771,-7.332581372,6.445501444,8.555496769,9.017070747,-0.894228493,-0.296894804,11.81855549
47:50.9,21.64507617,-3.706207746,6.848431847,15.00238322,9.377693832,-0.915992748,-0.295712801,11.91534076
47:50.9,1.498556023,-2.497416537,4.430849429,6.943775157,9.718340331,-0.934906709,-0.293062408,11.96260447
47:50.9,-2.127817604,-2.094486134,7.654292652,0.899819113,10.06922596,-0.953826816,-0.289807869,11.99618896
47:50.9,7.945442469,-3.706207746,8.460153458,23.86685208,10.41132379,-0.970975336,-0.285424528,11.9940874
47:50.9,17.61577214,-3.303277343,6.042571041,18.62875684,10.81011026,-0.992221811,-0.281486486,12.02536969
47:50.9,33.33005785,-2.90034694,7.654292652,0.899819113,11.27004611,-1.017963575,-0.278098607,12.09467306
47:50.9,19.22749375,-0.885694925,10.47480547,-6.352928139,11.74344307,-1.043852376,-0.274046068,12.14972379
47:50.9,-0.113165589,-2.497416537,9.266014264,-16.02325781,12.24544294,-1.071233267,-0.269681406,12.20616411
47:50.9,0.289764814,-9.347233387,8.863083861,1.302749516,12.58564292,-1.088209728,-0.265250642,12.20200876
47:50.9,-2.530748007,-10.15309419,6.848431847,5.332053546,12.73989782,-1.093121928,-0.260643941,12.125337
47:50.9,11.5718161,-10.958955,6.445501444,6.943775157,12.80860394,-1.092527607,-0.255997284,12.01648228
47:50.9,8.751303275,-6.929650969,11.68359668,15.40531362,12.73556814,-1.082877205,-0.25134731,11.85611547
47:50.9,-2.127817604,-4.512068552,8.460153458,8.555496769,12.61912005,-1.069986689,-0.246261303,11.66744749
47:50.9,-2.127817604,-6.929650969,2.416197414,-7.964649751,12.46440617,-1.054194912,-0.24074874,11.4526181
47:50.9,-5.351260827,-8.138442178,2.013267011,-2.32362411,12.17098327,-1.029347059,-0.235052215,11.18217601
47:50.9,-2.127817604,-6.929650969,2.416197414,-7.964649751,11.75646751,-0.996472332,-0.22908231,10.85993713
47:50.9,-2.127817604,-6.929650969,2.416197414,-7.964649751,11.37504647,-0.965699433,-0.223101395,10.54938628
47:50.9,-2.127817604,-6.929650969,2.416197414,-7.964649751,11.02467675,-0.936945627,-0.217154017,10.2510648
47:50.9,-2.127817604,-6.929650969,2.416197414,-7.964649751,10.64023494,-0.905849342,-0.21105143,9.935915231
47:50.9,-2.127817604,-6.929650969,2.416197414,-7.964649751,10.25794864,-0.874805279,-0.204869156,9.619253374
47:50.9,2.304416828,-7.735511775,2.013267011,11.77893999,9.757545688,-0.836044685,-0.198525666,9.255103508
47:50.9,2.304416828,-5.317929358,2.416197414,-9.576371363,9.128931645,-0.788905434,-0.1920047,8.839335829
47:50.9,13.58646811,-3.706207746,4.430849429,-14.00860579,8.460101033,-0.739121104,-0.185412298,8.406922985
47:50.9,12.3776769,-3.303277343,5.639640638,-0.711902498,7.722255881,-0.684833421,-0.178730685,7.946906912
47:50.9,17.61577214,-3.303277343,4.027919026,-7.158788945,7.023465469,-0.632265234,-0.171326489,7.480254591
47:50.9,28.09196262,-2.497416537,6.445501444,5.332053546,6.382667933,-0.582576398,-0.163153399,7.012502532
47:50.9,-2.127817604,-1.691555731,12.08652708,-3.129484916,5.726986248,-0.531420935,-0.154499043,6.525495575
47:50.9,-0.919026395,-3.303277343,8.863083861,-14.00860579,5.088734285,-0.480674504,-0.145187986,6.025904739
47:50.9,1.498556023,-5.72085976,5.639640638,17.41996563,4.424025533,-0.427952021,-0.135609866,5.509027993
47:50.9,1.498556023,-5.72085976,5.639640638,23.06099128,3.727184346,-0.372911021,-0.125783351,4.973343933
47:50.9,6.333720858,-6.526720566,4.833779832,14.59945281,3.048872311,-0.31841135,-0.115358033,4.42714171
47:50.9,7.945442469,-5.72085976,4.833779832,8.958427172,2.380233036,-0.26396876,-0.104409808,3.869393674
47:51.0,14.79525932,-5.317929358,2.819127817,-9.576371363,1.607304794,-0.202731823,-0.093336795,3.270222409
47:51.0,13.98939851,-6.929650969,-1.613106615,-9.17344096,0.727267663,-0.134506235,-0.082125746,2.628223557
47:51.0,25.6743802,-4.512068552,-0.404315406,-0.308972095,-0.210657538,-0.06227979,-0.070631399,1.95706973
47:51.0,11.5718161,-2.094486134,4.027919026,11.37600959,-1.23541322,0.015696506,-0.058946503,1.248932397
47:51.0,-0.113165589,-5.317929358,1.610336608,17.82289604,-2.267599599,0.094707756,-0.046738977,0.523053048
47:51.0,2.304416828,-3.706207746,2.013267011,0.899819113,-3.301862435,0.174436316,-0.033986149,-0.219278844
47:51.0,-1.321956798,-4.109138149,1.610336608,-11.18809297,-4.401927864,0.258696845,-0.020926109,-0.994325139
47:51.0,4.319068843,-6.526720566,-1.210176212,-3.935345722,-5.55034263,0.346457643,-0.007481474,-1.797982609
47:51.0,-0.516095992,-1.691555731,1.207406206,-13.60567539,-6.565279024,0.424333625,0.004694738,-2.516703024
47:51.0,-10.99228647,-0.885694925,2.819127817,-38.99029078,-7.435710971,0.491414931,0.015410715,-3.140964456
47:51.0,5.527860052,-7.332581372,-2.016037018,-19.24670103,-8.234672699,0.553257721,0.025498118,-3.721203524
47:51.0,3.110277634,-9.347233387,-1.613106615,21.44926966,-8.911544862,0.60610985,0.034472655,-4.225115311
47:51.1,-7.768843245,-6.526720566,-0.404315406,15.00238322,-9.586272039,0.658590214,0.043228236,-4.721945245
47:51.1,9.154233678,-3.303277343,-0.001385003,0.496888711,-10.26232652,0.710963954,0.051805317,-5.214117637
47:51.1,-7.768843245,-6.526720566,-0.404315406,15.00238322,-10.83412682,0.755534702,0.059314848,-5.637737157
47:51.1,-7.768843245,-6.526720566,-0.404315406,15.00238322,-11.32412985,0.793908509,0.065917066,-6.005563243
47:51.1,-7.768843245,-6.526720566,-0.404315406,15.00238322,-11.83976963,0.834312587,0.072885758,-6.393239868
47:51.1,-7.768843245,-6.526720566,-0.404315406,15.00238322,-12.37543167,0.876361314,0.080195701,-6.798004141
47:51.1,-7.768843245,-6.526720566,-0.404315406,15.00238322,-12.89233007,0.917009353,0.08731695,-7.190529434
47:51.1,-0.516095992,-4.109138149,-0.001385003,1.705679919,-13.41446397,0.958106857,0.094545539,-7.588044227
47:51.1,-4.142469618,-3.706207746,-0.807245809,-11.99395378,-13.84735201,0.992532742,0.10086778,-7.927091421
47:51.1,-4.545400021,-6.123790163,-0.001385003,9.361357575,-14.18380972,1.019736554,0.106198236,-8.202605134
47:51.1,-3.739539216,-7.735511775,1.610336608,13.79359201,-14.48886541,1.044656499,0.111269107,-8.459254345
47:51.1,-3.336608813,-2.90034694,2.819127817,-29.31996111,-14.73969471,1.0655729,0.115836072,-8.681725514
47:51.1,-8.574704051,-2.90034694,0.804475803,-26.90237869,-15.08104662,1.092817955,0.120913477,-8.951729222
47:51.1,-10.18642566,-4.512068552,1.610336608,12.1818704,-15.53272816,1.127835394,0.126668011,-9.28124938
47:51.1,5.124929649,-3.706207746,0.4015454,-0.308972095,-16.00884811,1.164425736,0.132433844,-9.619959805
47:51.1,16.40698093,-1.288625328,-1.613106615,-16.02325781,-16.5514484,1.205595776,0.138511033,-9.991749798
47:51.1,11.16888569,-3.706207746,-0.001385003,-13.60567539,-17.09039678,1.2464008,0.144465317,-10.35867663
47:51.1,-2.93367841,-6.526720566,-1.613106615,-21.26135305,-17.61925075,1.286372712,0.150243875,-10.71688258
47:51.1,-25.49778097,-4.109138149,-2.418967421,-14.8144666,-18.21036566,1.330650193,0.156329452,-11.10651265
47:51.1,-18.64796412,-4.512068552,-0.807245809,1.705679919,-18.84976012,1.378245362,0.162633501,-11.51994587
47:51.1,-11.79814727,-4.914998955,2.013267011,2.914471128,-19.40758199,1.419757451,0.168123043,-11.88033906
47:51.1,-13.00693848,-6.123790163,4.430849429,-8.770510557,-19.88250771,1.45507648,0.172774345,-12.18652882
47:51.1,-10.58935606,-6.929650969,3.624988623,1.302749516,-20.32824464,1.488104075,0.177027177,-12.47065842
47:51.1,-13.40986889,-6.526720566,4.430849429,-0.711902498,-20.71246883,1.516494541,0.180619202,-12.71344971
47:51.1,-6.962982439,-8.138442178,4.027919026,-16.42618821,-21.13017049,1.547091996,0.184275495,-12.97023514
47:51.1,9.960094484,-10.958955,4.430849429,-20.85842264,-21.58770837,1.580353356,0.188043436,-13.24468545
47:51.1,-8.171773648,-14.58532863,4.027919026,-22.47014426,-22.01112348,1.610932497,0.191342335,-13.49325402
47:51.1,-19.85675533,-12.97360701,3.624988623,-2.32362411,-22.42160993,1.640353212,0.194330929,-13.72819905
47:51.1,-2.93367841,-9.347233387,1.610336608,0.093958308,-22.73627809,1.663954151,0.197599105,-13.93643539
47:51.1,1.901486426,-8.138442178,-2.418967421,-18.03790982,-22.93821329,1.680644756,0.201137274,-14.11155121
47:51.1,-16.23038171,-5.72085976,-0.001385003,-16.42618821,-23.08112668,1.693675854,0.204778028,-14.26821042
47:51.1,-30.33294581,-5.317929358,-0.001385003,-5.144136931,-23.13860469,1.701521565,0.208671571,-14.40115595
47:51.1,-11.39521687,-12.16774621,-4.836549838,5.734983949,-23.14014604,1.705547329,0.212334305,-14.50716557
47:51.1,-30.33294581,-5.317929358,-0.001385003,-5.144136931,-23.08802308,1.70588589,0.215754681,-14.58673106
47:51.1,-30.33294581,-5.317929358,-0.001385003,-5.144136931,-22.94271348,1.700411966,0.219304689,-14.63622541
47:51.1,-30.33294581,-5.317929358,-0.001385003,-5.144136931,-22.70851144,1.689295642,0.222887178,-14.65440934
47:51.1,-30.33294581,-5.317929358,-0.001385003,-5.144136931,-22.47153303,1.677803995,0.226285,-14.66626958
47:51.1,-30.33294581,-5.317929358,-0.001385003,-5.144136931,-22.23210063,1.665985642,0.229524296,-14.67267563
47:51.1,-6.560052036,-17.00291104,-3.224828227,-3.129484916,-21.94973506,1.651299077,0.232645864,-14.66011838
47:51.1,-13.40986889,-12.57067661,2.013267011,-8.367580154,-21.64482697,1.634996906,0.235603382,-14.63466089
47:51.1,-5.75419123,-11.3618854,1.207406206,-12.79981459,-21.25436054,1.613303482,0.238629017,-14.58012837
47:51.1,-16.23038171,-12.97360701,-2.821897824,-20.05256184,-20.77212981,1.58583332,0.241732904,-14.49456141
47:51.1,-4.545400021,-12.57067661,-3.224828227,-14.00860579,-20.2452135,1.555431559,0.244764326,-14.3906986
47:51.1,3.513208037,-4.512068552,-2.418967421,-6.352928139,-19.6581652,1.521168859,0.247776597,-14.26447167
47:51.1,-1.724887201,1.128957089,2.013267011,-6.352928139,-19.04055779,1.484293654,0.25017258,-14.10941649
47:51.1,-11.39521687,-0.885694925,3.624988623,2.511540725,-18.39955682,1.445185414,0.251879372,-13.92603345
47:51.2,-0.919026395,-1.691555731,0.4015454,-0.308972095,-17.70917922,1.402528477,0.253217592,-13.71412794
47:51.2,8.751303275,-0.482764522,-1.210176212,-5.547067333,-16.97842888,1.356711574,0.254013479,-13.47196347
47:51.2,-3.336608813,-5.72085976,-3.62775863,5.332053546,-16.19944794,1.307563365,0.254575277,-13.20556401
47:51.2,-3.336608813,-5.72085976,0.4015454,1.302749516,-15.36959804,1.254936021,0.254922268,-12.91452763
47:51.2,1.498556023,-2.497416537,3.22205822,-16.02325781,-14.50050853,1.199239021,0.254743658,-12.59412505
47:51.2,12.78060731,-3.706207746,2.819127817,-3.935345722,-13.5900799,1.140399983,0.254096996,-12.24525152
47:51.2,4.721999246,-6.123790163,0.4015454,0.899819113,-12.59587594,1.076217468,0.253456804,-11.86617497
47:51.2,13.98939851,-6.123790163,-2.016037018,20.24047845,-11.51547462,1.00653175,0.252818386,-11.45588154
47:51.2,20.43628496,-0.885694925,1.610336608,15.00238322,-10.36745672,0.932319129,0.251985527,-11.01546238
47:51.2,4.721999246,0.323096284,1.207406206,-29.31996111,-9.140343493,0.852967649,0.251071214,-10.5440065
47:51.2,-1.724887201,-1.691555731,-2.418967421,-22.47014426,-7.860780324,0.769785507,0.249708418,-10.04061265
47:51.2,4.319068843,-0.885694925,-1.210176212,2.108610322,-6.530068022,0.682825074,0.247868502,-9.5049282
47:51.2,21.64507617,-1.288625328,-0.807245809,2.108610322,-5.124821349,0.590884411,0.245823407,-8.936299466
47:51.2,18.01870254,-2.90034694,0.4015454,-7.158788945,-3.650327401,0.494208775,0.243486952,-8.334163124
47:51.2,11.5718161,-3.303277343,-0.404315406,17.41996563,-2.416227663,0.411564577,0.239917898,-7.783742616
47:51.2,5.930790455,-0.079834119,2.416197414,12.1818704,-1.45090417,0.34468833,0.235045235,-7.293289104
47:51.2,7.139581664,-1.288625328,4.027919026,-9.979301766,-0.612617781,0.284929247,0.22924347,-6.82216908
47:51.2,13.58646811,-4.512068552,0.4015454,-8.770510557,0.009863167,0.23766696,0.222242449,-6.394805315
47:51.2,7.139581664,-1.288625328,4.027919026,-9.979301766,0.600503902,0.191792384,0.214639133,-5.961651371
47:51.2,7.139581664,-1.288625328,4.027919026,-9.979301766,1.166098351,0.146881522,0.20644276,-5.520508759
47:51.2,7.139581664,-1.288625328,4.027919026,-9.979301766,1.534049759,0.113370196,0.19710561,-5.118217666
47:51.2,7.139581664,-1.288625328,4.027919026,-9.979301766,1.738029493,0.08921951,0.186731737,-4.745559558
47:51.2,7.139581664,-1.288625328,4.027919026,-9.979301766,1.992784802,0.061322076,0.175887909,-4.340952675
47:51.2,18.42163295,-1.691555731,-0.807245809,-13.20274499,2.291482326,0.030076081,0.16453847,-3.905849252
47:51.2,-1.724887201,-5.317929358,-2.418967421,-11.99395378,2.549175416,0.000669303,0.15246197,-3.464687957
47:51.2,-6.157121633,-6.526720566,-0.001385003,7.749635963,2.815059148,-0.029910669,0.139779179,-3.003100319
47:51.2,13.18353771,-5.72085976,0.804475803,3.720331934,2.911530678,-0.05086494,0.12598281,-2.57090659
47:51.2,-3.739539216,-3.303277343,1.610336608,-3.935345722,2.824204785,-0.061325331,0.111025718,-2.171967634
47:51.2,-2.93367841,0.726026686,0.804475803,-10.38223217,2.678978866,-0.068971046,0.095244946,-1.770317966
47:51.3,4.721999246,-3.303277343,-2.016037018,-3.532415319,2.433010928,-0.071204303,0.07851144,-1.377782943
47:51.3,0.289764814,-4.914998955,-0.404315406,0.899819113,2.304859743,-0.081181871,0.061572946,-0.936608531
47:51.3,10.76595529,-3.303277343,1.207406206,-16.82911861,2.327269826,-0.100892281,0.04452528,-0.437675226
47:51.3,23.25679778,-1.288625328,3.22205822,-3.532415319,2.364228951,-0.122140164,0.026910314,0.082868305
47:51.3,10.36302489,-1.691555731,6.042571041,6.137914352,2.479798914,-0.148790157,0.008939522,0.642172018
47:51.3,0.692695217,-3.303277343,6.042571041,-4.338276125,2.573842678,-0.174847602,-0.009760818,1.214670932
47:51.3,-2.530748007,-3.706207746,6.848431847,-15.217397,2.635912342,-0.199690332,-0.029232769,1.797786077
47:51.3,-10.58935606,-4.512068552,8.863083861,-7.158788945,2.772873632,-0.22974741,-0.049106963,2.419648599
47:51.3,-4.142469618,-2.497416537,10.07187507,9.764287978,2.964602445,-0.263820606,-0.069464559,3.075295112
47:51.3,3.513208037,-4.109138149,8.460153458,-3.935345722,3.002645848,-0.289337068,-0.09099594,3.708985953
47:51.3,-3.739539216,-8.138442178,3.624988623,-16.42618821,2.883590422,-0.30609551,-0.113716695,4.319931748
47:51.3,-18.24503372,-8.138442178,3.624988623,-6.755858542,2.69497502,-0.319392753,-0.137352671,4.931994122
47:51.3,-11.39521687,-8.138442178,5.639640638,8.555496769,2.384417524,-0.326074442,-0.16208209,5.531302568
47:51.3,-0.919026395,-6.123790163,7.251362249,1.705679919,2.101406759,-0.335162528,-0.187415003,6.157978218
47:51.3,-8.977634454,-5.72085976,6.042571041,-8.770510557,1.855872821,-0.347264367,-0.213326378,6.814902487
47:51.3,-5.75419123,-5.72085976,4.027919026,-2.32362411,1.529874405,-0.355272762,-0.240212835,7.47071113
47:51.3,12.78060731,-3.303277343,2.819127817,-7.158788945,1.156492327,-0.361190233,-0.267971573,8.134444522
47:51.3,9.960094484,-0.482764522,3.22205822,7.749635963,0.91461068,-0.37193875,-0.292403258,8.750093209
47:51.3,-13.40986889,-0.885694925,7.251362249,-8.770510557,0.80885583,-0.3874056,-0.313127209,9.308375569
47:51.3,-10.58935606,-2.90034694,4.027919026,-23.67893546,0.778630093,-0.405754221,-0.332040005,9.841912592
47:51.3,-13.40986889,-0.885694925,7.251362249,-8.770510557,0.872075455,-0.428766647,-0.347936117,10.33346041
47:51.3,-13.40986889,-0.885694925,7.251362249,-8.770510557,0.95778283,-0.450741315,-0.363325288,10.8076064
47:51.3,-13.40986889,-0.885694925,7.251362249,-8.770510557,1.032883943,-0.471586936,-0.378293222,11.26577756
47:51.3,-13.40986889,-0.885694925,7.251362249,-8.770510557,1.206044525,-0.495721273,-0.390487544,11.67966699
47:51.3,-13.40986889,-0.885694925,7.251362249,-8.770510557,1.452137179,-0.522028331,-0.40036412,12.05328422
47:51.3,-2.93367841,-0.885694925,1.207406206,-3.935345722,1.685213864,-0.548111313,-0.410806992,12.43848367
47:51.3,-10.18642566,-2.094486134,6.042571041,5.332053546,1.912471219,-0.574323048,-0.421716562,12.83500844
47:51.3,-15.0215905,-2.094486134,10.87773588,4.52619274,2.160153739,-0.601114618,-0.43195031,13.2194854
47:51.3,-14.21572969,-0.079834119,11.68359668,-19.64963144,2.409782768,-0.628009483,-0.442164452,13.60410401
47:51.4,-11.79814727,-2.90034694,7.654292652,-7.158788945,2.74397903,-0.657708755,-0.449956945,13.94967968
47:51.4,-7.768843245,-3.706207746,7.654292652,6.540844754,3.168406617,-0.690361541,-0.455129477,14.25255764
47:51.4,-7.365912842,-2.094486134,8.460153458,3.317401531,3.628409824,-0.724291278,-0.459373923,14.54162085
47:51.4,11.16888569,-2.094486134,8.460153458,6.137914352,4.143937824,-0.760146813,-0.462107172,14.80731807
47:51.4,13.98939851,-3.706207746,11.28066628,13.79359201,4.551290527,-0.790722569,-0.466359647,15.0775136
47:51.4,-3.336608813,-1.691555731,12.48945749,9.764287978,4.829912468,-0.815183114,-0.472576554,15.35756851
47:51.4,-3.336608813,-2.094486134,8.863083861,-5.144136931,5.072446726,-0.837428586,-0.47887713,15.62694153
47:51.4,-6.157121633,-6.123790163,8.057223055,4.52619274,5.231666978,-0.855390946,-0.486145625,15.89395907
47:51.4,-5.351260827,-3.706207746,10.47480547,-0.711902498,5.390704057,-0.872871975,-0.492976128,16.14830032
47:51.4,-11.39521687,-2.90034694,8.057223055,-18.84377063,5.556242654,-0.890140001,-0.499220725,16.38813169
47:51.4,-15.0215905,-7.735511775,7.654292652,1.705679919,5.644749062,-0.903451692,-0.506363837,16.62588813
47:51.4,3.513208037,-6.929650969,8.057223055,0.093958308,5.672602886,-0.913546943,-0.514119884,16.85928944
47:51.4,14.39232892,-3.303277343,10.07187507,-5.144136931,5.778135737,-0.92617514,-0.519611395,17.05567245
47:51.4,-9.380564857,-2.094486134,13.29531829,6.540844754,5.961784748,-0.941311519,-0.522789239,17.21378119
47:51.4,-8.574704051,-6.123790163,12.08652708,8.555496769,6.167089311,-0.956636959,-0.524853526,17.34768601
47:51.4,-2.530748007,-7.735511775,12.08652708,0.899819113,6.428075212,-0.973546716,-0.525078818,17.44884427
47:51.4,-2.93367841,-8.541372581,11.28066628,-1.517763304,6.641334678,-0.987646831,-0.52552651,17.53909279
47:51.4,9.557164081,-5.72085976,12.89238789,-5.547067333,6.799799436,-0.998628589,-0.526329697,17.61969938
47:51.4,-2.127817604,-1.691555731,14.5041095,-10.38223217,6.982750999,-1.009806281,-0.525857099,17.67245853
47:51.4,-13.00693848,-5.72085976,11.68359668,-2.726554513,7.166853624,-1.020175625,-0.524562051,17.70195681
47:51.4,-8.574704051,-8.541372581,10.47480547,7.749635963,7.252229869,-1.021976874,-0.52115664,17.63488472
47:51.4,-6.962982439,-8.944302984,10.07187507,14.59945281,7.237222045,-1.014754766,-0.515315015,17.46125968
47:51.4,-8.574704051,-8.541372581,10.47480547,7.749635963,7.151717578,-1.001398846,-0.507951848,17.21825677
47:51.4,-8.574704051,-8.541372581,10.47480547,7.749635963,6.968734806,-0.979722255,-0.498634734,16.88363947
47:51.4,-8.574704051,-8.541372581,10.47480547,7.749635963,6.764162898,-0.954925556,-0.487693642,16.49443627
47:51.4,-8.574704051,-8.541372581,10.47480547,7.749635963,6.538738913,-0.927087067,-0.475157713,16.05175351
47:51.4,-8.574704051,-8.541372581,10.47480547,7.749635963,6.230115836,-0.891603348,-0.460447252,15.51628545
47:51.4,-5.75419123,-8.541372581,10.07187507,-3.935345722,5.852360184,-0.849404614,-0.443591954,14.89398961
47:51.4,-9.380564857,-5.72085976,8.863083861,-19.64963144,5.448011515,-0.804815504,-0.426091297,14.24346725
47:51.5,-4.948330424,-5.317929358,8.460153458,-9.17344096,5.012001975,-0.757522948,-0.407955159,13.56316443
47:51.5,1.901486426,-6.123790163,9.266014264,-13.20274499,4.531870342,-0.705934475,-0.388440593,12.82717133
47:51.5,-6.157121633,-6.526720566,10.07187507,3.720331934,4.016033025,-0.650964485,-0.367899084,12.04866025
47:51.5,-1.321956798,-4.109138149,10.87773588,16.61410483,3.420204542,-0.588628195,-0.345252105,11.18051587
47:51.5,16.80991133,-6.929650969,7.654292652,-13.20274499,2.740895247,-0.518575493,-0.320380989,10.21805584
47:51.5,-6.962982439,-6.929650969,7.251362249,-16.82911861,2.005703535,-0.443429326,-0.294088114,9.194392015
47:51.5,-28.31829379,-8.944302984,6.042571041,19.83754805,1.203434541,-0.362183391,-0.266101778,8.097641124
47:51.5,-27.51243299,-12.97360701,4.430849429,20.64340886,0.432834081,-0.281467676,-0.236723653,6.972308156
47:51.5,-15.0215905,-6.123790163,6.445501444,-7.158788945,-0.294731269,-0.202110936,-0.206049625,5.825276939
47:51.5,-2.127817604,-6.123790163,2.416197414,-24.48479627,-1.034956339,-0.120169826,-0.173719398,4.62597126
